name,asin,Good,Good_S,VeryGood_S,Acceptable_S,LIKEnew_S,VeryGood,Acceptable,LIKEnew,isbn,ean,title,Product_Page_Link,brand,Publisher,manufacturer,publicationdate,Edition,numberofpages,salesrank,New_MFN_Price,packagedimensions_height,packagedimensions_length,packagedimensions_width,packagedimensions_weight,itemdimensions_height,itemdimensions_length,itemdimensions_width,itemdimensions_weight,label,buybox_price,totalnew,totalused,totalcollectible,totalrefurbished,status1
"Library - Family Room - Bookcase 1",0060161345,1.49,4.49,0.00,0.00,,5.99,5.99,,0060161345,9780060161347,"Doublespeak: From Revenue Enhancement to Terminal Living : How Government, Business, Advertisers, and Others Use Language to Deceive You",https://www.amazon.com/dp/0060161345,,Harpercollins,Harpercollins,1989-11-01,1st,290,181794,$18.97,111,913,657,158,,,,,Harpercollins,,6,48,2,0,11
"Library - Family Room - Bookcase 1",0793123577,5.00,3.99,0.00,,,7.48,,,0793123577,9780793123575,"The 100 Best Mutual Funds to Own in America (2nd ed)",https://www.amazon.com/dp/0793123577,"Brand: Dearborn Trade Pub","Dearborn Trade Pub","Dearborn Trade Pub",1997-03,2nd,398,18309027,$3.50,110,900,600,125,900,125,625,,"Dearborn Trade Pub",,3,6,0,0,11
"Library - Family Room - Bookcase 1",0486280616,0.96,3.96,0.00,3.96,,4.93,0.96,,0486280616,9780486280615,"Adventures of Huckleberry Finn",https://www.amazon.com/dp/0486280616,"Dover Publications","Dover Publications","Dover Publications",1994-05-26,1,224,12010,$3.36,55,819,520,40,850,525,75,33,"Dover Publications",$5.10,85,317,6,0,11
"Library - Family Room - Bookcase 1",0679414487,4.99,0.00,3.99,0.00,0.00,1.00,5.69,5.69,0679414487,9780679414483,"Understanding the Dead Sea Scrolls: A Reader from the Biblical Archaeology Review",https://www.amazon.com/dp/0679414487,,"Random House","Random House",1992-08-04,1,336,1190808,$8.00,130,960,670,140,950,650,125,,"Random House",$10.00,15,135,11,0,11
"Library - Family Room - Bookcase 1",0816025207,5.99,0.00,0.00,,0.00,4.99,,8.76,0816025207,9780816025206,"The Guinness Book of Money",https://www.amazon.com/dp/0816025207,,"Facts on File","Facts on File",1990-11-01,"First edition.",191,10646056,$25.31,80,930,650,80,941,709,79,,"Facts on File",,2,16,1,0,11
"Library - Family Room - Bookcase 1",0806961740,4.83,0.00,,0.00,,,4.83,,0806961740,9780806961743,"The Little Giant Book of Optical Illusions",https://www.amazon.com/dp/0806961740,Sterling,Sterling,Sterling,1997-06-30,,360,148704,$7.19,100,520,420,55,550,450,125,,Sterling,,10,73,1,0,11
"Library - Family Room - Bookcase 1",1434343154,4.96,0.00,0.00,3.99,0.00,5.99,16.81,5.99,1434343154,9781434343154,"Citizen Power: A Mandate for Change",https://www.amazon.com/dp/1434343154,"Gravel Mike",AuthorHouse,AuthorHouse,2008-01-24,"First Edition",256,1757187,$7.99,94,882,598,88,900,600,64,84,AuthorHouse,$19.91,27,28,5,0,11
"Library - Family Room - Bookcase 1",0818403969,4.99,0.00,1.00,0.00,,3.99,4.75,,0818403969,9780818403965,"How I Made $2,000,000 In The Stock Market",https://www.amazon.com/dp/0818403969,,"Lyle Stuart","Lyle Stuart",2001-02-01,Reissue,197,1975389,$3.00,60,810,530,55,814,560,65,45,"Lyle Stuart",$5.95,13,71,5,0,11
"Library - Family Room - Bookcase 1",0070480591,5.98,0.00,0.00,0.00,,5.99,5.99,,0070480591,9780070480599,"How to Make Money in Stocks: A Winning System in Good Times or Bad",https://www.amazon.com/dp/0070480591,,"Mcgraw-Hill (Tx)","Mcgraw-Hill (Tx)",1995,2,266,3042874,$19.00,110,900,630,130,,,,,"Mcgraw-Hill (Tx)",,6,25,1,0,11
"Library - Family Room - Bookcase 1",1899712429,0.70,3.99,0.00,0.00,,4.83,4.99,,1899712429,9781899712427,"After Dinner Games: 40 of the Greatest After Dinner Games",https://www.amazon.com/dp/1899712429,"Brand: Lagoon Books","Lagoon Books","Lagoon Books",1999-03-01,Miniature,96,1496078,$3.00,60,560,440,35,600,475,50,,"Lagoon Books",,17,65,1,0,11
"Library - Family Room - Bookcase 1",0070643253,7.96,0.00,3.99,,0.00,1.15,,5.65,0070643253,9780070643253,"Getting Competitive: Middle Managers and the Cycle Time Ethic",https://www.amazon.com/dp/0070643253,Mcgraw-Hill,McGraw-Hill,McGraw-Hill,1991-03-01,,258,4667420,$4.95,120,810,550,90,850,600,100,,McGraw-Hill,$19.00,12,27,3,0,11
"Library - Family Room - Bookcase 1",0671792148,4.99,0.00,0.00,,,4.99,,,0671792148,9780671792145,"Comeback: The Fall & Rise of the American Automobile Industry",https://www.amazon.com/dp/0671792148,"Simon & Schuster","Simon & Schuster","Simon & Schuster",1994-09-01,1,496,1423991,$7.90,200,930,640,185,975,650,150,,"Simon & Schuster",$13.00,23,111,11,0,11
"Library - Family Room - Bookcase 1",0911382046,5.99,0.00,0.00,3.96,,13.73,1.52,,0911382046,9780911382044,"The Railroad: What It Is, What It Does",https://www.amazon.com/dp/0911382046,"Brand: Simmons Boardman Pub Co","Simmons Boardman Pub Co","Simmons Boardman Pub Co",1994-05,3rd,270,953145,$56.00,80,880,590,110,900,625,100,,"Simmons Boardman Pub Co",,9,28,1,0,11
"Library - Family Room - Bookcase 1",0070056919,2.67,3.99,3.99,3.99,3.99,1.99,5.98,1.50,0070056919,9780070056916,"Quick Tips for Better Business Writing",https://www.amazon.com/dp/0070056919,,McGraw-Hill,McGraw-Hill,1995-07-01,1,186,8640098,$0.95,55,843,551,44,840,540,62,,McGraw-Hill,$5.94,16,21,1,0,11
"Library - Family Room - Bookcase 1",0385249535,5.99,0.00,0.00,0.00,,5.68,5.99,,0385249535,9780385249539,"The War Zone",https://www.amazon.com/dp/0385249535,,Doubleday,Doubleday,1989-03-25,1st,210,2619507,$31.43,100,830,570,85,,,,,Doubleday,,5,25,6,0,11
"Library - Family Room - Bookcase 1",0723002673,2.99,3.99,3.99,,,3.00,,,0723002673,9780723002673,"""Times"" Book of Jumbo Crosswords",https://www.amazon.com/dp/0723002673,"Brand: Times Books","Times Books","Times Books",,,,17840469,,50,950,680,75,811,611,111,,"Times Books",,0,3,0,0,11
"Library - Family Room - Bookcase 1",0915811812,4.92,0.00,0.00,0.00,,4.99,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
"Library - Family Room - Bookcase 1",0385248040,9.91,0.00,0.00,,3.99,16.97,,14.94,0385248040,9780385248044,"The Whiz Kids: The Founding Fathers of American Business - and the Legacy they Left Us",https://www.amazon.com/dp/0385248040,,"Doubleday Business","Doubleday Business",1993-08-01,1st,581,220312,$47.30,190,940,630,215,950,650,175,,"Doubleday Business",,7,29,5,0,11
"Library - Family Room - Bookcase 1",0312664591,0.75,3.99,0.00,0.00,3.99,5.99,5.79,19.99,0312664591,9780312664596,"Reading critically, writing well: A reader and guide",https://www.amazon.com/dp/0312664591,,"St. Martin's Press","St. Martin's Press",1987,,655,12820957,$43.00,110,890,600,190,,,,,"St. Martin's Press",,4,18,0,0,11
"Library - Family Room - Bookcase 1",0399139435,4.92,0.00,0.00,,,4.99,,,0399139435,9780399139437,"True Success",https://www.amazon.com/dp/0399139435,,"Putnam Adult","Putnam Adult",1994-03-23,,294,1875062,$8.55,120,910,620,110,620,930,118,133,"Putnam Adult",$10.99,16,63,8,0,11
"Library - Family Room - Bookcase 1",0874776864,1.93,3.94,0.00,0.00,,5.99,6.05,,0874776864,9780874776867,"The Future of the Body: Explorations Into the Further Evolution of Human Nature",https://www.amazon.com/dp/0874776864,,"Jeremy P. Tarcher, Inc.","Jeremy P. Tarcher, Inc.",1992-04-01,1st,785,230649,$13.55,190,930,630,335,906,2000,2000,,"Jeremy P. Tarcher, Inc.",$13.55,14,74,17,0,11
"Library - Family Room - Bookcase 1",0062512331,0.95,3.99,0.00,3.99,3.99,5.99,1.00,1.85,0062512331,9780062512338,"Peak-Performance Living",https://www.amazon.com/dp/0062512331,,"Harper San Francisco","Harper San Francisco",1996-01-23,1st,237,1476820,$9.99,110,970,640,115,1000,650,100,,"Harper San Francisco",,5,28,3,0,11
"Library - Family Room - Bookcase 1",1841492299,5.76,0.00,3.99,0.00,,2.35,5.76,,1841492299,9781841492292,"The Algebraist",https://www.amazon.com/dp/1841492299,ORBIT,Orbit,Orbit,2005-07-01,"New Ed",544,371786,$9.78,142,764,472,88,772,512,134,79,Orbit,,23,62,1,0,11
"Library - Family Room - Bookcase 1",1563823136,5.98,0.00,0.00,0.00,0.00,5.98,5.99,5.99,1563823136,9781563823138,"Corporate Record Keeping Made E-Z (Made E-Z Guides)",https://www.amazon.com/dp/1563823136,"Brand: Made Ez Products","Made Ez Products","Made Ez Products",1999-04,,317,4146610,$29.95,90,1090,840,215,1100,100,850,,"Made Ez Products",$29.95,6,21,2,0,11
"Library - Family Room - Bookcase 1",156382308X,6.29,3.99,3.99,3.99,,6.71,6.70,,156382308X,9781563823084,"Managing Employees Made E-Z! (Made E-Z Guides)",https://www.amazon.com/dp/156382308X,"Brand: Made E-Z Products","Socrates Media Llc","Socrates Media Llc",1999-12-01,,386,6966256,,110,1100,840,250,1075,850,100,,"Socrates Media Llc",,0,6,0,0,11
"Library - Family Room - Bookcase 1",1558512683,1.25,3.99,0.00,0.00,3.99,5.99,6.95,0.01,1558512683,9781558512689,"Troubleshooting Tcp/Ip: Analyzing the Protocols of the Internet",https://www.amazon.com/dp/1558512683,,"M & T Books","M & T Books",1992-07-01,0,608,8995738,$5.96,157,913,701,238,925,725,125,,"M & T Books",$9.95,8,20,1,0,11
"Library - Family Room - Bookcase 1",0679770011,0.40,3.99,0.00,3.99,0.00,4.99,0.01,5.59,0679770011,9780679770015,"The Well Dog Book: The Classic Comprehensive Handbook of Dog Care",https://www.amazon.com/dp/0679770011,"Terri McGinnis D V M","Random House","Random House",1996-02-20,2nd,304,970961,$14.69,76,950,650,131,900,600,75,102,"Random House",$19.00,27,49,1,0,11
"Library - Family Room - Bookcase 1",0887306519,7.08,0.00,0.00,3.99,0.00,7.08,13.74,7.08,0887306519,9780887306518,"UNCONVENTIONAL WISDOM: Twelve Remarkable Innovators Tell How Intuition Can Revolutionize Decision Making",https://www.amazon.com/dp/0887306519,,Harpercollins,Harpercollins,1994-03-01,1st,212,5963329,$21.50,110,930,630,120,950,650,100,,Harpercollins,,8,17,4,0,11
"Library - Family Room - Bookcase 1",1555910297,4.99,0.00,3.99,0.00,3.99,5.25,5.99,5.01,1555910297,9781555910297,"River Days: Travel on Western Rivers",https://www.amazon.com/dp/1555910297,"Brand: Fulcrum Publishing","Fulcrum Publishing","Fulcrum Publishing",1988-05-01,,192,2749443,$13.22,80,910,580,105,950,625,100,,"Fulcrum Publishing",,5,15,2,0,11
"Library - Family Room - Bookcase 1",0060161841,4.92,0.00,0.00,0.00,4.99,4.99,4.92,1.91,0060161841,9780060161842,"Straight Shooting: What's Wrong With America and How to Fix It",https://www.amazon.com/dp/0060161841,,HarperCollins,HarperCollins,1989-08-01,1st,336,642278,$8.96,130,920,610,105,,,,,HarperCollins,,9,49,10,0,11
"Library - Family Room - Bookcase 1",0385424728,0.84,3.99,3.99,3.99,3.99,1.00,0.91,0.69,0385424728,9780385424721,"The Chamber",https://www.amazon.com/dp/0385424728,Doubleday,Doubleday,Doubleday,1994-05-01,1st,496,133106,$3.50,150,930,610,185,950,641,146,198,Doubleday,$9.05,130,845,83,0,11
"Library - Family Room - Bookcase 1",1853263737,5.19,0.00,3.99,3.99,3.99,5.25,11.88,6.99,1853263737,9781853263736,"DICTIONARY OF EPONYMS (Wordsworth Collection)",https://www.amazon.com/dp/1853263737,"Brand: Wordsworth Editions Ltd","Wordsworth Editions Ltd","Wordsworth Editions Ltd",1998-01-01,,224,11129926,$44.99,48,778,498,29,800,525,75,29,"Wordsworth Editions Ltd",,3,13,1,0,11
"Library - Family Room - Bookcase 1",039536938X,6.94,0.00,3.99,3.99,0.00,2.97,6.00,6.94,039536938X,9780395369388,"Marketing: Basic Concepts and Decisions",https://www.amazon.com/dp/039536938X,,"Houghton Mifflin","Houghton Mifflin",1989-04-01,6th,818,7723193,$9.00,150,1010,820,410,,,,,"Houghton Mifflin",,2,14,0,0,11
"Library - Family Room - Bookcase 1",1568300956,5.59,0.00,3.99,6.47,,1.95,1.60,,1568300956,9781568300955,"Net.Speak the Internet Dictionary",https://www.amazon.com/dp/1568300956,,"Hayden Books","Hayden Books",1994-08-01,0,250,11498907,$2.80,70,900,730,65,925,750,75,,"Hayden Books",$7.95,6,14,1,0,11
"Library - Family Room - Bookcase 1",0135471427,5.59,0.00,0.00,3.99,3.99,5.99,12.99,20.00,0135471427,9780135471425,"Create Excellent Video",https://www.amazon.com/dp/0135471427,,"Prentice Hall Direct","Prentice Hall Direct",1990-12-01,"First Edition",512,16412855,$10.00,80,910,680,140,950,700,100,,"Prentice Hall Direct",$10.99,8,9,1,0,11
"Library - Family Room - Bookcase 1",0195092694,5.33,0.00,0.00,3.99,,5.36,1.50,,0195092694,9780195092691,"The Knowledge-Creating Company: How Japanese Companies Create the Dynamics of Innovation",https://www.amazon.com/dp/0195092694,"Oxford University Press USA","Oxford University Press","Oxford University Press",1995-05-18,1,304,261169,$25.63,94,937,646,132,630,930,90,135,"Oxford University Press",$29.91,46,84,4,0,11
"Library - Family Room - Bookcase 1",0887305474,5.99,0.00,3.99,3.96,3.99,9.00,2.02,15.95,0887305474,9780887305474,"Breakpoint and Beyond: Mastering the Future Today",https://www.amazon.com/dp/0887305474,"Brand: Leadership 2000 Inc",HarperBusiness,HarperBusiness,1992-01-01,,227,306253,$24.99,130,930,600,135,940,120,660,,HarperBusiness,,8,20,1,0,11
"Library - Family Room - Bookcase 1",0814450393,9.47,0.00,3.99,,,5.49,,,0814450393,9780814450390,"Strategic Technology Management: Systems for Products and Processes",https://www.amazon.com/dp/0814450393,"Brand: Amacom Books","Amacom Books","Amacom Books",1992-01-01,,324,14729105,,100,1050,750,145,1050,750,100,,"Amacom Books",,0,6,0,0,11
"Library - Family Room - Bookcase 1",0671669648,4.99,0.00,3.99,,,1.13,,,0671669648,9780671669645,"The Cuomo Commission Report (Touchstone Books (Paperback))",https://www.amazon.com/dp/0671669648,,"Simon & Schuster","Simon & Schuster",1988-06-01,"First Edition",320,11450137,$9.96,90,890,590,30,,,,,"Simon & Schuster",,2,17,2,0,11
"Library - Family Room - Bookcase 1",0679731148,4.83,0.00,0.00,3.96,0.00,4.95,0.94,4.95,9780679731146,9780679731146,"A Year in Provence",https://www.amazon.com/dp/0679731148,Vintage,Vintage,Vintage,1991-06-04,,224,27601,$7.00,70,790,510,55,798,516,59,52,Vintage,$11.48,84,589,20,0,11
"Library - Family Room - Bookcase 1",0521339146,7.37,0.00,3.99,0.00,3.99,3.50,7.37,4.38,0521339146,9780521339148,"Judgment and Decision Making: An Interdisciplinary Reader",https://www.amazon.com/dp/0521339146,"Brand: Cambridge University Press","Cambridge University Press","Cambridge University Press",1986-10-31,,832,5859105,$26.95,168,926,616,275,898,598,161,251,"Cambridge University Press",$26.95,5,14,0,0,11
"Library - Family Room - Bookcase 1",0553344633,5.10,0.00,0.00,0.00,0.00,42.99,5.99,17.99,0553344633,9780553344639,"Winning Performance",https://www.amazon.com/dp/0553344633,,Bantam,Bantam,1988-02-01,,,4678343,$9.95,80,820,520,55,,,,,Bantam,$9.95,3,11,1,0,11
"Library - Family Room - Bookcase 1",0679736158,4.83,0.00,0.00,3.96,,4.99,0.94,,0679736158,9780679736158,"The Work of Nations: Preparing Ourselves for 21st Century Capitalism",https://www.amazon.com/dp/0679736158,,Vintage,Vintage,1992-02,,331,398994,$3.40,94,795,528,66,798,518,78,57,Vintage,$9.91,52,176,5,0,11
"Library - Family Room - Bookcase 1",0312025432,0.10,4.89,0.00,0.00,,5.34,4.99,,0312025432,9780312025434,"The Art of Winning",https://www.amazon.com/dp/0312025432,,"St Martins Pr","St Martins Pr",1989-01-01,1st,212,969468,$9.00,87,819,543,90,,,,,"St Martins Pr",,5,44,7,0,11
"Library - Family Room - Bookcase 1",0140135588,2.76,5.59,3.99,3.99,,7.24,3.52,,0140135588,9780140135589,"Ethics: Inventing Right and Wrong",https://www.amazon.com/dp/0140135588,imusti,"Penguin Books","Penguin Books",1991-05-17,49307th,256,477189,$9.36,87,764,504,44,774,512,62,110,"Penguin Books",$13.34,17,39,0,0,11
"Library - Family Room - Bookcase 1",019512040X,6.23,0.00,3.99,0.00,3.99,6.50,6.23,14.95,019512040X,9780195120400,"Ten Theories of Human Nature",https://www.amazon.com/dp/019512040X,,"Oxford University Press","Oxford University Press",1998-05-21,3,256,2355146,$19.25,111,913,657,158,570,820,80,,"Oxford University Press",,8,23,0,0,11
"Library - Family Room - Bookcase 1",0140191933,4.99,0.00,3.99,0.00,,3.00,4.99,,0140191933,9780140191936,"Weavers of Wisdom: Women Mystics of the Twentieth Century",https://www.amazon.com/dp/0140191933,,"Penguin Books","Penguin Books",1990-04-03,,192,2047627,$53.87,60,760,490,30,774,510,49,0,"Penguin Books",,6,38,0,0,11
"Library - Family Room - Bookcase 1",1556232624,1.15,3.94,0.00,3.99,3.99,5.69,14.01,2.49,1556232624,9781556232626,"Managerial Literacy: What Today's Managers Must Know to Succeed",https://www.amazon.com/dp/1556232624,,"Irwin Professional Pub","Irwin Professional Pub",1990-01-01,,170,11766390,$1.89,90,900,610,85,950,625,75,110,"Irwin Professional Pub",$3.49,14,23,2,0,11
"Library - Family Room - Bookcase 1",0465071511,12.98,0.00,3.99,3.99,0.00,9.00,16.80,14.98,0465071511,9780465071517,"Running Amer Busines",https://www.amazon.com/dp/0465071511,,"Basic Books","Basic Books",1989-02-28,,336,11656086,$23.99,110,900,610,115,,,,,"Basic Books",,1,7,0,0,11
"Library - Family Room - Bookcase 1",0688089623,1.50,3.99,4.54,0.00,3.99,1.99,5.19,7.00,0688089623,9780688089627,"G-Forces: The 35 Global Forces Restructuring Our Future",https://www.amazon.com/dp/0688089623,,"William Morrow & Co","William Morrow & Co",1990-07-01,1,438,10740676,$29.99,150,930,640,190,940,140,650,,"William Morrow & Co",,3,21,2,0,11
"Library - Family Room - Bookcase 1",0785807225,5.99,0.00,0.00,,,5.99,,,0785807225,9780785807223,"Lost Victories: The Military Genius of Stonewall Jackson",https://www.amazon.com/dp/0785807225,"Brand: Book Sales","Book Sales","Book Sales",1996-09-01,,366,8406829,$14.50,150,913,606,159,950,650,150,,"Book Sales",,8,37,1,0,11
"Library - Family Room - Bookcase 1",0679426000,0.99,3.99,0.00,0.00,,4.99,4.99,,0679426000,9780679426004,"History Of God: The 4000-Year Quest of Judaism, Christianity, and Islam",https://www.amazon.com/dp/0679426000,"Brand: Alfred A. Knopf",Knopf,Knopf,1993-09-28,"First American Edition",460,702800,$11.68,170,990,690,165,950,675,175,,Knopf,$11.73,16,162,9,0,11
"Library - Family Room - Bookcase 1",0060580496,4.92,0.00,0.00,,0.00,4.99,,5.99,0060580496,9780060580490,"Rational Exuberance: Silencing the Enemies of Growth and Why the Future Is Better Than You Think",https://www.amazon.com/dp/0060580496,,Collins,Collins,2004-05-01,0,224,2583198,$4.46,94,898,606,26,900,600,87,110,Collins,,7,18,1,0,11
"Library - Family Room - Bookcase 1",0887304370,1.80,3.99,0.00,3.99,0.00,5.69,25.95,5.04,0887304370,9780887304378,"How to Be Prepared to Think on Your Feet",https://www.amazon.com/dp/0887304370,,"Ballinger Pub Co","Ballinger Pub Co",1990-07-01,"First Edition",228,2322946,$8.00,120,920,610,115,,,,,"Ballinger Pub Co",$8.00,6,18,2,0,11
"Library - Family Room - Bookcase 1",0195068181,8.50,3.99,3.99,3.99,3.98,3.05,3.06,9.17,0195068181,9780195068184,"The Odyssey of Homer: Translated by T.E. Lawrence",https://www.amazon.com/dp/0195068181,Homer,"Oxford University Press","Oxford University Press",1991-07-25,1,352,1508050,$33.34,120,900,610,145,950,650,127,158,"Oxford University Press",$39.87,26,32,0,0,11
"Library - Family Room - Bookcase 1",0805037918,6.58,0.00,0.00,0.00,4.58,6.58,6.58,4.00,0805037918,9780805037913,"Yesterday's Train: A Rail Odyssey Through Mexican History",https://www.amazon.com/dp/0805037918,"Brand: Henry Holt n Co","Henry Holt & Co","Henry Holt & Co",1997-01-01,1st,377,3832974,$78.37,140,930,630,160,975,650,150,,"Henry Holt & Co",,2,28,6,0,11
"Library - Family Room - Bookcase 1",002912395X,1.99,3.99,0.00,0.00,,4.99,4.92,,002912395X,9780029123959,"Turnaround Prescription",https://www.amazon.com/dp/002912395X,,"Free Press","Free Press",1992-08-07,0,224,3488909,$29.00,90,950,650,105,959,89,638,,"Free Press",,9,20,5,0,11
"Library - Family Room - Bookcase 1",019510269X,7.00,0.00,3.99,,,3.06,,,019510269X,9780195102697,"Patterns of Software: Tales from the Software Community",https://www.amazon.com/dp/019510269X,,"Oxford University Press","Oxford University Press",1996-08-15,1st,256,548026,$48.29,90,900,620,110,963,650,90,,"Oxford University Press",,6,16,0,0,11
"Library - Family Room - Bookcase 1",0198539789,5.60,0.00,0.00,0.00,0.00,5.99,5.60,5.88,0198539789,9780198539780,"Shadows of the Mind: A Search for the Missing Science of Consciousness",https://www.amazon.com/dp/0198539789,,"Oxford University Press","Oxford University Press",1994-10-20,"First Edition",480,532763,$15.00,140,950,650,215,940,620,150,,"Oxford University Press",$28.99,19,107,2,0,11
"Library - Family Room - Bookcase 1",0688079903,5.91,0.00,0.00,0.00,3.49,5.99,9.89,42.36,0688079903,9780688079901,"Great Expressions: How Our Favorite Words, Phrases, and Sayings Have Come to Mean What They Mean",https://www.amazon.com/dp/0688079903,,"William Morrow & Co","William Morrow & Co",1989-02-01,1st,221,4876294,$58.21,100,830,560,85,,,,,"William Morrow & Co",,6,20,2,0,11
"Library - Family Room - Bookcase 1",068912077X,1.21,3.99,6.50,4.49,,6.00,1.99,,068912077X,9780689120770,"Between Two Rains",https://www.amazon.com/dp/068912077X,"Brand: Atheneum",Atheneum,Atheneum,1989-05-01,,281,7603163,$62.99,120,930,630,65,950,650,125,,Atheneum,,3,7,0,0,11
